,기사제목,분류
3034,"[fn오후시황]코스피, 동학개미 2500억 순매수에 2640선 상승세",경제
3036,복지 틈새 생계·간병비 지원...화성시 '희망화성 긴급복지사업' 추진,사회
3038,마포구 공덕동 노후 주택가→703가구 아파트 탈바꿈,경제
3040,일본산 방어를 국산으로 둔갑…제주 지역 업체 7곳 적발,사회
3042,"간호사들 ""끝까지 국민 건강 책임지는, 진정한 의료인으로 남을 것""",사회
3044,"광주 동남을 여·야 예비후보, 전남대병원 새병원 건립 적극 지지[2024 총선]",사회
3046,"北 김정은 ""전쟁준비 강조"" '7차 핵실험 준비 정황 포착'",정치
3048,해군병 700기 1588명 수료...'해군 복무여건 개선' 지속 추진한다,정치
3050,"넥스트 차이나 준비···금투협, 베트남 금융당국과 MOU",경제
3052,"국방분야 적용, 군수 혁신 위한 '제3회 국방 3D프린팅 경진대회' 개최",정치
3054,"인사혁신처,  본부 국장 절반이 여성...정부부처중 가장 높아",정치
3056,보호종 '황어' 친자 확인법 특허 등록돼 눈길.. 자연산 구분 가능해,사회
3058,"무조건 팔린다…대박나는 '연예인 술', 역풍 위험도?",경제
3060,"檢, 대통령기록관 압수수색...울산시장 선거개입 재수사 본격화",사회
3062,"檢, 'SG발 주가폭락' 가담한 피의자 41명 추가 기소",사회
3064,"""올해 30주년"" 넥슨 기념 이벤트 페이지 오픈",IT
3066,"네이버, 사우디 대중교통공사와 지능형 교통 시스템 구축 위해 맞손",IT
3068,"'AICC 전문' 페르소나AI, 네이버클라우드서 투자 유치",IT
3070,"""쾌적성 극대화""… 대전 성남 우미린 뉴시티 공원형 아파트로 조성",경제
3072,"""고양이 밥그릇 손대지마"" 아파트 캣맘 갈등, 경찰 고소까지 [어떻게 생각하세요]",사회
3074,이상갑 광주광역시 문화경제부시장 취임,사회
3076,"""개인 공인회계사 고용산재보험 사무 대행 금지는 합헌"" 헌재",사회
3078,"서울아산병원, 간암 항암제 효과 높이는 신약 타깃 물질 발견",생활
3080,"신보, 스타트업 육성플랫폼 ‘스타트업 네스트’ 15기 모집",경제
3082,"서울세관-서울시,고액·악성 체납자 추적 징수 힘합친다",사회
3084,"수출입銀, 美 에너지부(DOE)와 금융협력 MOU 체결",경제
3086,"에이치플러스 양지병원, 맞춤형 ‘통큰검진’ 제공",생활
3088,1군 브랜드 아파트 ‘정읍 푸르지오 더 퍼스트’ 공급,경제
3090,'여기 oo지검인데..' 정부·기관사칭 보이스피싱에 1인당 1700만원 뜯겼다,경제
3092,금융혜택 제공 ‘은평자이 더 스타’ 소형주택(전용면적 49㎡) 일부 공급,경제
3094,"""체험에 힐링까지""...국립휴양림관리소,고품격 산림복지 서비스",사회
3096,국가안보 위해 한국 등 동맹국 노골적으로 거세게 압박하는 미국,경제
3098,녹색기후기금(GCF) 11개 기후사업에 총 4억9000만달러 지원,경제
3100,"정부 ""애오박 등 채소 값 개선...사과 등 햇과일 출하 전까진 강세""",경제
3102,"산은, GFC 1억불 규모 캄보디아 지원 프로그램 승인 받아",경제
3104,"질병청 ""올 겨울 한랭질환자 전년대비 10.5% 감소""",생활
3106,"‘다윈 영의 악의 기원’ 오경택 연출 ""새 시즌 새 캐스트 조합 신선""",생활
3108,"빈곤 노인, 男보다 女가 1.5배 많아… 연평균 시장소득 135만원",경제
3110,"국세청, 기업에게 연말정산 환급금 3월내 지급",경제
3112,"한국거래소, '기업 밸류업 자문단' 킥오프...운영 방향 논의",경제
3114,"'튀니지 등 7개 재외공관' 국내 스타트업, 해외 진출 도와",경제
3115,이자부담 큰 회사채보다 은행으로...지난해 기업대출 90조↑,경제
3117,"[인터뷰] 이차전지 소재 사업 본격 시작한 노루…""소재 전반으로 사업 확장할 것""",경제
3119,"정부, 의료대란 장기화에 월 1882억원 규모 건강보험 재정 지원",생활
3121,의대생·교수 반발에도 '2000명 증원' 속도…배정위원회 구성 착수,사회
3123,현대오일터미널 울산에 2000억 투자 액체화물 탱크 52기 증설,사회
3125,"민주, 비례대표 129명 신청... 대구·경북 이승천·조원희, 황귀주·임미애 압축[2024 총선]",정치
3127,"CMG제약, 베트남 시장 본격 진출..5월부터 수출 시작",생활
3129,"‘AI와 웹3 융합’ 체인파트너스, ‘AI3’로 사명 변경",IT
3131,'딸 부당채용 의혹' 前선관위 사무차장 구속심사 출석,사회
3133,부산 '무인헬스장'서 50대 여성 숨진 채 발견,사회
3135,"광주상의, '경영정보시각화능력시험' 5월 첫 시행",사회
3137,"'돈가스 3㎏으로 85명 먹인' 어린이집 원장…檢, 1년 구형",사회
3139,"휠라, 럭셔리 스트리트웨어 브랜드 '에리즈(Aries)'와 콜라보",생활
3141,롯데월드몰 영패션 매출 1위 '마르디 메크르디' 키즈매장도 연다,경제
3143,"JB금융, 베트남 핀테크 '인피나' 손 잡고 JBSV 키운다...""베트남 주식시장 공략""",경제
3145,카자흐스탄 등 5개국 연례 고위급 협력망 출범,정치
3147,"'비명' 설훈·홍영표·김종민·박영순 ""지금 민주당은 이재명 사당...'진짜 민주당' 실현할 것""[2024 총선]",정치
3149,"하나은행, 2024 대전하나시티즌 홈경기 예매 서비스 오픈",경제
3151,"""무료나눔 받으러 갔는데 동창이 나왔어요.. 너무 창피해요"" [어떻게 생각하세요]",사회
3153,"SK바이오사이언스, 사노피와 안동공장 증축..글로벌 파이프라인 확대",생활
3155,"한-印尼, 원산지증명서 전자교환시스템 CEPA까지 확대",사회
3157,"DL건설, ‘e편한세상 평촌 어반밸리’ 주택전시관 개관",경제
3159,"농협은행, 고객과 함께하는 재능기부 '제주 당구대회' 연다",경제
3161,"""어? 저 사람""..새내기 경찰관 눈썰미로 실종 중증 장애인 가족 품으로 [따뜻했슈]",사회
3163,"홍천군, 홍천 204항공대 유류저장시설 설치 강경대응키로",사회
3165,"LH, 공공데이터 제공 운영 4년 연속 '우수' 기관 선정",경제
3167,"총선 챙기는 정부 vs 밥그릇 지키는 의사?…환자들은 ""아파요""",사회
3169,"김정은 ‘수위조절’..尹정부 “작년엔 도발, 지켜볼 것”",정치
3171,"유안타증권, 중개형 ISA 채권 매매 서비스 오픈",경제
3173,"의왕시, 1인창조기업지원센터 창업진흥원 평가 '우수'",사회
3175,"파인텍, 62억 규모 OLED 장비 수주 ""실적 개선 신호탄""",경제
3177,"토스증권 ‘주식모으기’, 2년 만에 126만명 이용",경제
3179,"관광공사, LG유플러스·제주항공과 '반려동물 동반여행 활성화' 업무협약",생활
3181,"술 취해 거리 앉아있던 순경, 출동한 경찰관 폭행...현행범 체포",사회
3183,“나스닥100 등 데일리옵션 거래 지원” 한투證,경제
3185,"""항공·리조트 묶어 편안하게"" 노랑풍선·롯데홈쇼핑 '제주 에어카텔' 라방",생활
3187,"광주광역시, 올해 문화예술 민간단체 136곳에 30억원 지원",사회
3189,"여주시, 진로·진학프로그램 '멘토의 시크릿 학습법' 운영",사회
3191,"[특징주]미래컴퍼니, 삼성SDI 전고체 배터리 양산 확정..정부과제 삼성SDI 지원 연구개발↑",경제
3193,"콘진원, 뉴콘텐츠기업지원센터 성과공유회 개최",생활
3195,환절기엔 홍삼.. '정관장 위크' 프로모션 진행,경제
3197,"하자분쟁 업계 최저, 포스코이앤씨 ‘더샵’ 기술은 다르다",경제
3199,"[속보]정부, 월 1882억원 규모 건강보험 재정 지원",생활
3201,"GS건설-GS리테일, ""젊은 인재 영입"".. 캠퍼스 리크루팅 행사 개최",경제
3203,"관세청, 캄보디아 관세당국과 현지 마약밀수 차단",사회
3205,"광주실감콘텐츠큐브(GCC), 영화·드라마 촬영지로 '각광'",사회
3207,"""소규모 사업장 특화 제품 한눈에""... LG전자 '사업자몰' 오픈",경제
3209,'국가철도망 계획 조기 수립'...이상일 용인시장 건의 '국토부 수용',사회
3211,내일부터 간호사도 응급환자 심폐소생술·약물 투여 가능,생활
3213,'검정고무신' 사태 막는다…만화·웹툰 표준계약서 8종 제·개정,생활
3215,"친명계 습격에 '비명 횡사' 대참사…비명계 ""李 사당화 완성 단계""[2024 총선]",정치
3217,"""퇴근했더라"" 욕먹은 '숨진 공무원', 새벽 1시까지 현장 지켰다",사회
3219,"'3·8민주의거' 제64주년 기념식, 내일 대전서 열린다",정치
3221,"尹 ""GTX-B, 2030년 개통..인천서 노래 한두곡 들으면 서울""",정치
3223,"신통기획, 모아타운 등 상도동 ‘상전벽해’ 기대…  ‘상도 푸르지오 클라베뉴’ 관심",경제
3225,‘한화포레나 안산고잔2차’ 8일 견본주택 오픈,경제
3227,"SH공사, 공공임대로 주거비 1.2조원 경감",경제
3229,"정동영, 민주당 경고에 ""물의 죄송, 합리적 결정 감사""[2024 총선]",정치
3231,"강현도 오산 부시장, 장애인거주시설 등 '현장 방문'",사회
3233,"블랙야크강태선장학재단, 'BYN특기장학생' 장학금 수여식 진행",생활
3235,"""격하게 환영"" 이노션, 강남역에 신입사원들 위한 옥외광고 게재",경제
3237,"GS25 ""브레디크 빵 5000만개 판매""…골든 시리즈 출시",경제
3239,미백·주름 개선·자외선 차단까지...'코어 브라이트 커버 쿠션' 신규 론칭,생활
3241,수유동 주점에서 '8만9천원' 먹튀한 커플,사회
3243,"코람코, 전략·리서치실장에 김열매 前 NH투자증권 연구원",경제
3245,'반려동물도 장수시대' 펫팸족이 주목하는 건강관리 트렌드는? [weekend 반려동물],생활
3247,"[속보] 檢, 대통령기록관 압수수색...울산시장 선거개입 재수사",사회
3249,"[특징주] 삼성SDI, '46파이 배터리 양산 계획' 기대감에 급등",경제
3251,2030 여성 지향점은 ‘추구미’..내 기준 갓생’ 가치관 추구,경제
3253,"롯데글로벌로지스, '의약품 항공 운송' 국제 인증 획득",경제
3255,<인사> 전문건설공제조합,사회
3256,"베스핀글로벌, '컨트롤 타워 위드 베스핀글로벌' 출시.. AWS 컨트롤 타워 도입기간 60% 단축",IT
3258,"개혁신당, 허은아 서울 영등포갑 전략공천…""양당 기득권 깨겠다""[2024 총선]",정치
3260,"수원시, 침수 우려 주택·상가 '침수방지장치 설치 지원'",사회
3262, 물류기업 안정적 사업 지원.. 육·해·공 물류 인프라 확충된다,경제
3264,"소부장에 전·후공정까지···'SOL 반도체 ETF', 4000억 돌파",경제
3266,"[속보]尹 ""경인고속도로 지하화, 제 임기 2027년까지 착공""",정치
3268,"""2030 국제 여객 1.3억명 달성""...'글로벌 톱5' 도약한다",경제
3270,"삼성제약, GV1001 3상 IND 변경 승인",생활
3272,"대동 컨셉 트랙터, 亞 최초 'iF 디자인 어워드 2024' 수상",경제
3274,"롯데마트, 참치데이 맞아 1만원대 참치회 판매",경제
3276,"할리스, '네잎클로버' 올린 행운 담은 봄 음료 3종 출시",경제
3278,"스타벅스 소금빵, 종전 히트 '탕종 베이글' 인기 넘었다",경제
3280,"“입주 부담 던다”,  경쟁력 있는 분양가 갖춘 ‘힐스테이트 금오 더퍼스트’ 순항 중",경제
3282,"경기콘텐츠진흥원, 'IP활용 경기게임제작지원' 참가기업 모집...최대 1억원 지원",사회
3284,"강원자치도, 해양수산부 어촌어항재생사업 우수 지자체 선정",사회
3286,"롯데카드, 디지로카앱에서 3월 봄맞이 할인 이벤트 실시",경제
3288,올 인테리어 키워드 '미니멀(ME:NIMAL)' 예상,경제
3290,"프리윌린, 초개인화 학습 솔루션 '매쓰플랫 프리미엄 서비스' 출시",경제
3292,"BPA, 7월부터 부산항 전 부두에 전자인수도증 도입",경제
3294,이사비용부터 전월세 대출이자까지...성남시 '취업 청년 주거 안심 패키지' 추진,사회
3296,"신한카드, 건당 이용금액이 커질수록 혜택도 커지는 ‘포인트 플랜’ 출시",경제
3298,"[속보]尹 ""대한항공-아시아나 합병으로 마일리지 피해 없게 할 것""",정치
3300,"""단수추천 아닌 경선 승리"" 정우택, 이재명 허위사실공표 혐의로 고소[2024 총선]",정치
3302,"한동훈, '5대 0' 수원지역 방문...역전 기회 노린다[2024 총선]",정치
3304,[속보] 내일부터 간호사도 응급환자 심폐소생술·약물 투여,생활
3306,"귀뚜라미 재난안전 보일러기술, 정부 인증 받아",경제
3308,"안민석 ""계파갈등 희생양 분통하지만 불출마…민주 승리 위해 헌신""[2024 총선]",정치
3310,"치매환자 손톱 깎아주다 손가락 괴사시킨 간병인, 집유",사회
3312,"홍익표 ""尹, 전국 돌며 관권선거…정책 악용·예산 낭비""[2024 총선]",정치
3314,"[fn마켓워치]차파트너스, 금호석화 자사주 50% 소각은 '궁여지책'",경제
3316,"""미래 양식산업 충남이 견인한다""",사회
3318,"인천시, 건강분말식품 조사 결과 이물 기준 초과 14건 부적합",사회
3320,"""20년만에 이런 불경기 처음"" 자영업자들의 절규 [2024 대한민국 보고서⑩]",경제
3322,"라이언·춘식이…닥터지, 카카오프렌즈와 선케어 콜라보",경제
3324,"신세계아이앤씨, 마녀의샘R 콘솔패키지 아시아 독점 유통한다",IT
3326,잠자던 아버지 살해하려 한 10대 아들 '경찰 체포',사회
3328,"전남도, '대한민국 유기농업 일번지' 명성 이어간다",사회
3330,"'인터배터리' 찾은 구자은 LS회장 ""그룹 시너지 창출해야""",경제
3332,로보티즈 자율주행로봇이 '커피에반하다' 배달,IT
3334,"원광대 의대 교수들 ""제자들 피해에 단호히 대응""",사회
3336,"[fn오전시황]코스피, 동학개미덕에 2650선 상승세",경제
3338,2년뒤 서울 곳곳에 정원 1천곳 생긴다,사회
3340,올해 개인이 제일 많이 매수 한 '반도체 ETF'는?,경제
3342,"""벽걸이 에어컨인데 토출구가 2개?""... LG전자, 유럽서 신기술 공개",경제
3344,"쎄이지월드컵 韓 대표 선발전, 참가 접수 시작",경제
3346,"장원영·제니…미모의 韓 걸그룹, 파리 패션쇼 대거 초대",생활
3348,"시노펙스 인공신장기 등 3종, '10대 대표과제' 선정",경제
